id	language	context	target	complexity	lang	train	context_tokenized	target_tokenized
en_27	english	A third was apparently eliminated by an erstwhile Death Eater identified only as R.A.B., but this turns out in the seventh book to not have happened.	erstwhile	0.9318181818181818	en	True	A|third|was|apparently|eliminated|by|an|erstwhile|Death|Eater|identified|only|as|R.A.B.|,|but|this|turns|out|in|the|seventh|book|to|not|have|happened|.	erstwhile
en_28	english	A vector is a quantity which expresses both magnitude and direction.	magnitude	0.175	en	True	A|vector|is|a|quantity|which|expresses|both|magnitude|and|direction|.	magnitude
en_29	english	A vector is a quantity which expresses both magnitude and direction.	quantity	0.075	en	True	A|vector|is|a|quantity|which|expresses|both|magnitude|and|direction|.	quantity
en_30	english	A vector is a quantity which expresses both magnitude and direction.	vector	0.25	en	True	A|vector|is|a|quantity|which|expresses|both|magnitude|and|direction|.	vector
en_31	english	After Ron nearly dies drinking poisoned mead that was apparently intended for Professor Dumbledore, Hermione becomes so distraught that they end their feud for good.	distraught	0.3863636363636363	en	False	After|Ron|nearly|dies|drinking|poisoned|mead|that|was|apparently|intended|for|Professor|Dumbledore|,|Hermione|becomes|so|distraught|that|they|end|their|feud|for|good|.	distraught
en_32	english	After Ron nearly dies drinking poisoned mead that was apparently intended for Professor Dumbledore, Hermione becomes so distraught that they end their feud for good.	drinking	0.0454545454545454	en	False	After|Ron|nearly|dies|drinking|poisoned|mead|that|was|apparently|intended|for|Professor|Dumbledore|,|Hermione|becomes|so|distraught|that|they|end|their|feud|for|good|.	drinking
en_33	english	After the war, Hitler remained in the army and after receiving intelligence and oratory training, became an intelligence official tasked with infiltrating political parties and reporting to his superiors on their activities.	oratory	0.7045454545454546	en	False	After|the|war|,|Hitler|remained|in|the|army|and|after|receiving|intelligence|and|oratory|training|,|became|an|intelligence|official|tasked|with|infiltrating|political|parties|and|reporting|to|his|superiors|on|their|activities|.	oratory
en_34	english	After the war, Hitler remained in the army and after receiving intelligence and oratory training, became an intelligence official tasked with infiltrating political parties and reporting to his superiors on their activities.	reporting	0.1136363636363636	en	False	After|the|war|,|Hitler|remained|in|the|army|and|after|receiving|intelligence|and|oratory|training|,|became|an|intelligence|official|tasked|with|infiltrating|political|parties|and|reporting|to|his|superiors|on|their|activities|.	reporting
en_35	english	After the war, Hitler remained in the army and after receiving intelligence and oratory training, became an intelligence official tasked with infiltrating political parties and reporting to his superiors on their activities.	infiltrating	0.4318181818181818	en	False	After|the|war|,|Hitler|remained|in|the|army|and|after|receiving|intelligence|and|oratory|training|,|became|an|intelligence|official|tasked|with|infiltrating|political|parties|and|reporting|to|his|superiors|on|their|activities|.	infiltrating
en_36	english	All other things being equal, nucleophiles are generally compared to each other in terms of relative reactivity.	relative	0.1	en	False	All|other|things|being|equal|,|nucleophiles|are|generally|compared|to|each|other|in|terms|of|relative|reactivity|.	relative
en_37	english	All other things being equal, nucleophiles are generally compared to each other in terms of relative reactivity.	nucleophiles	0.65	en	False	All|other|things|being|equal|,|nucleophiles|are|generally|compared|to|each|other|in|terms|of|relative|reactivity|.	nucleophiles
en_38	english	All other things being equal, nucleophiles are generally compared to each other in terms of relative reactivity.	compared	0.05	en	False	All|other|things|being|equal|,|nucleophiles|are|generally|compared|to|each|other|in|terms|of|relative|reactivity|.	compared
en_39	english	Also, the frictional coefficient varies greatly depending on what two substances are in contact, and the temperature and smoothness of the two substances.	frictional	0.5	en	False	Also|,|the|frictional|coefficient|varies|greatly|depending|on|what|two|substances|are|in|contact|,|and|the|temperature|and|smoothness|of|the|two|substances|.	frictional
en_40	english	Also, the frictional coefficient varies greatly depending on what two substances are in contact, and the temperature and smoothness of the two substances.	smoothness	0.3181818181818182	en	False	Also|,|the|frictional|coefficient|varies|greatly|depending|on|what|two|substances|are|in|contact|,|and|the|temperature|and|smoothness|of|the|two|substances|.	smoothness
en_41	english	Also, the frictional coefficient varies greatly depending on what two substances are in contact, and the temperature and smoothness of the two substances.	varies	0.2045454545454545	en	False	Also|,|the|frictional|coefficient|varies|greatly|depending|on|what|two|substances|are|in|contact|,|and|the|temperature|and|smoothness|of|the|two|substances|.	varies
en_42	english	Although it requires discipline, it is extremely important to systematically work backwards in time through the record trail, exhausting all record sources for each person, before working on their parents and grandparents.	backwards	0.2045454545454545	en	False	Although|it|requires|discipline|,|it|is|extremely|important|to|systematically|work|backwards|in|time|through|the|record|trail|,|exhausting|all|record|sources|for|each|person|,|before|working|on|their|parents|and|grandparents|.	backwards
en_43	english	Although it requires discipline, it is extremely important to systematically work backwards in time through the record trail, exhausting all record sources for each person, before working on their parents and grandparents.	exhausting	0.2045454545454545	en	False	Although|it|requires|discipline|,|it|is|extremely|important|to|systematically|work|backwards|in|time|through|the|record|trail|,|exhausting|all|record|sources|for|each|person|,|before|working|on|their|parents|and|grandparents|.	exhausting
en_44	english	Although it requires discipline, it is extremely important to systematically work backwards in time through the record trail, exhausting all record sources for each person, before working on their parents and grandparents.	systematically	0.2954545454545454	en	False	Although|it|requires|discipline|,|it|is|extremely|important|to|systematically|work|backwards|in|time|through|the|record|trail|,|exhausting|all|record|sources|for|each|person|,|before|working|on|their|parents|and|grandparents|.	systematically
en_45	english	Although some frames are provided with three holes for the location pins, some brakes only work on one particular position, so take note during any disassembly as to which holes were used.	holes	0.05	en	False	Although|some|frames|are|provided|with|three|holes|for|the|location|pins|,|some|brakes|only|work|on|one|particular|position|,|so|take|note|during|any|disassembly|as|to|which|holes|were|used|.	holes
en_46	english	Although some frames are provided with three holes for the location pins, some brakes only work on one particular position, so take note during any disassembly as to which holes were used.	frames	0.15	en	False	Although|some|frames|are|provided|with|three|holes|for|the|location|pins|,|some|brakes|only|work|on|one|particular|position|,|so|take|note|during|any|disassembly|as|to|which|holes|were|used|.	frames
en_47	english	Although some frames are provided with three holes for the location pins, some brakes only work on one particular position, so take note during any disassembly as to which holes were used.	brakes	0.05	en	False	Although|some|frames|are|provided|with|three|holes|for|the|location|pins|,|some|brakes|only|work|on|one|particular|position|,|so|take|note|during|any|disassembly|as|to|which|holes|were|used|.	brakes
en_48	english	Although the Jews were the favored targets and are the victims we most hear about when talking about the Holocaust, they were not the only victims.	favored	0.15	en	False	Although|the|Jews|were|the|favored|targets|and|are|the|victims|we|most|hear|about|when|talking|about|the|Holocaust|,|they|were|not|the|only|victims|.	favored
en_49	english	Although the Jews were the favored targets and are the victims we most hear about when talking about the Holocaust, they were not the only victims.	hear	0.075	en	False	Although|the|Jews|were|the|favored|targets|and|are|the|victims|we|most|hear|about|when|talking|about|the|Holocaust|,|they|were|not|the|only|victims|.	hear
en_50	english	Although the Jews were the favored targets and are the victims we most hear about when talking about the Holocaust, they were not the only victims.	talking	0.05	en	False	Although|the|Jews|were|the|favored|targets|and|are|the|victims|we|most|hear|about|when|talking|about|the|Holocaust|,|they|were|not|the|only|victims|.	talking
en_51	english	Among these technologies was nuclear fission, the splitting of a highly electronegative atom into smaller ones, which gives off ten times as much power.	electronegative	0.575	en	False	Among|these|technologies|was|nuclear|fission|,|the|splitting|of|a|highly|electronegative|atom|into|smaller|ones|,|which|gives|off|ten|times|as|much|power|.	electronegative
en_52	english	Among these technologies was nuclear fission, the splitting of a highly electronegative atom into smaller ones, which gives off ten times as much power.	technologies	0.125	en	False	Among|these|technologies|was|nuclear|fission|,|the|splitting|of|a|highly|electronegative|atom|into|smaller|ones|,|which|gives|off|ten|times|as|much|power|.	technologies
en_53	english	Among these technologies was nuclear fission, the splitting of a highly electronegative atom into smaller ones, which gives off ten times as much power.	nuclear	0.15	en	False	Among|these|technologies|was|nuclear|fission|,|the|splitting|of|a|highly|electronegative|atom|into|smaller|ones|,|which|gives|off|ten|times|as|much|power|.	nuclear
en_54	english	An ingenious alphabet allowed the Maya to record information on their monuments and temples, giving anthropologists an excellent way to learn about Maya life and culture.	anthropologists	0.7045454545454546	en	False	An|ingenious|alphabet|allowed|the|Maya|to|record|information|on|their|monuments|and|temples|,|giving|anthropologists|an|excellent|way|to|learn|about|Maya|life|and|culture|.	anthropologists
en_55	english	An ingenious alphabet allowed the Maya to record information on their monuments and temples, giving anthropologists an excellent way to learn about Maya life and culture.	excellent	0.1363636363636363	en	False	An|ingenious|alphabet|allowed|the|Maya|to|record|information|on|their|monuments|and|temples|,|giving|anthropologists|an|excellent|way|to|learn|about|Maya|life|and|culture|.	excellent
en_56	english	An ingenious alphabet allowed the Maya to record information on their monuments and temples, giving anthropologists an excellent way to learn about Maya life and culture.	ingenious	0.5681818181818182	en	False	An|ingenious|alphabet|allowed|the|Maya|to|record|information|on|their|monuments|and|temples|,|giving|anthropologists|an|excellent|way|to|learn|about|Maya|life|and|culture|.	ingenious
en_57	english	Another separate book covers Cascading Style Sheets (CSS) which handle overall look and styling, but the present book addresses CSS briefly.	overall	0.05	en	False	Another|separate|book|covers|Cascading|Style|Sheets|(|CSS|)|which|handle|overall|look|and|styling|,|but|the|present|book|addresses|CSS|briefly|.	overall
en_58	english	Another separate book covers Cascading Style Sheets (CSS) which handle overall look and styling, but the present book addresses CSS briefly.	addresses	0.175	en	False	Another|separate|book|covers|Cascading|Style|Sheets|(|CSS|)|which|handle|overall|look|and|styling|,|but|the|present|book|addresses|CSS|briefly|.	addresses
en_59	english	Another separate book covers Cascading Style Sheets (CSS) which handle overall look and styling, but the present book addresses CSS briefly.	handle	0.075	en	False	Another|separate|book|covers|Cascading|Style|Sheets|(|CSS|)|which|handle|overall|look|and|styling|,|but|the|present|book|addresses|CSS|briefly|.	handle
en_60	english	As Governor, he followed such a strict policy of appointing only fellow Republicans to office that he became the father of the spoils system in America.	father	0.075	en	False	As|Governor|,|he|followed|such|a|strict|policy|of|appointing|only|fellow|Republicans|to|office|that|he|became|the|father|of|the|spoils|system|in|America|.	father
en_61	english	As Governor, he followed such a strict policy of appointing only fellow Republicans to office that he became the father of the spoils system in America.	appointing	0.125	en	False	As|Governor|,|he|followed|such|a|strict|policy|of|appointing|only|fellow|Republicans|to|office|that|he|became|the|father|of|the|spoils|system|in|America|.	appointing
en_62	english	As Governor, he followed such a strict policy of appointing only fellow Republicans to office that he became the father of the spoils system in America.	spoils	0.325	en	False	As|Governor|,|he|followed|such|a|strict|policy|of|appointing|only|fellow|Republicans|to|office|that|he|became|the|father|of|the|spoils|system|in|America|.	spoils
en_63	english	As adjectives, their endings will vary according to the nouns they modify.	according	0.1	en	False	As|adjectives|,|their|endings|will|vary|according|to|the|nouns|they|modify|.	according
en_64	english	As adjectives, their endings will vary according to the nouns they modify.	vary	0.125	en	False	As|adjectives|,|their|endings|will|vary|according|to|the|nouns|they|modify|.	vary
en_65	english	As adjectives, their endings will vary according to the nouns they modify.	nouns	0.125	en	False	As|adjectives|,|their|endings|will|vary|according|to|the|nouns|they|modify|.	nouns
en_66	english	As the single parabolic reflector achieves a greater focusing accuracy than any larger bank of mirrors can achieve, the focus is used to achieve a higher temperature which in turn allows a very efficient conversion of heat into mechanical power to drive a electrical generator.	parabolic	0.75	en	False	As|the|single|parabolic|reflector|achieves|a|greater|focusing|accuracy|than|any|larger|bank|of|mirrors|can|achieve|,|the|focus|is|used|to|achieve|a|higher|temperature|which|in|turn|allows|a|very|efficient|conversion|of|heat|into|mechanical|power|to|drive|a|electrical|generator|.	parabolic
en_67	english	As the single parabolic reflector achieves a greater focusing accuracy than any larger bank of mirrors can achieve, the focus is used to achieve a higher temperature which in turn allows a very efficient conversion of heat into mechanical power to drive a electrical generator.	accuracy	0.2272727272727272	en	False	As|the|single|parabolic|reflector|achieves|a|greater|focusing|accuracy|than|any|larger|bank|of|mirrors|can|achieve|,|the|focus|is|used|to|achieve|a|higher|temperature|which|in|turn|allows|a|very|efficient|conversion|of|heat|into|mechanical|power|to|drive|a|electrical|generator|.	accuracy
en_68	english	As the single parabolic reflector achieves a greater focusing accuracy than any larger bank of mirrors can achieve, the focus is used to achieve a higher temperature which in turn allows a very efficient conversion of heat into mechanical power to drive a electrical generator.	focusing	0.2272727272727272	en	False	As|the|single|parabolic|reflector|achieves|a|greater|focusing|accuracy|than|any|larger|bank|of|mirrors|can|achieve|,|the|focus|is|used|to|achieve|a|higher|temperature|which|in|turn|allows|a|very|efficient|conversion|of|heat|into|mechanical|power|to|drive|a|electrical|generator|.	focusing
en_69	english	As well as being queen of the United Kingdom of Great Britain and Ireland, she was also the first monarch to use the title Empress of India.	queen	0.025	en	False	As|well|as|being|queen|of|the|United|Kingdom|of|Great|Britain|and|Ireland|,|she|was|also|the|first|monarch|to|use|the|title|Empress|of|India|.	queen
en_70	english	As well as being queen of the United Kingdom of Great Britain and Ireland, she was also the first monarch to use the title Empress of India.	monarch	0.125	en	False	As|well|as|being|queen|of|the|United|Kingdom|of|Great|Britain|and|Ireland|,|she|was|also|the|first|monarch|to|use|the|title|Empress|of|India|.	monarch
en_71	english	As well as being queen of the United Kingdom of Great Britain and Ireland, she was also the first monarch to use the title Empress of India.	title	0.025	en	False	As|well|as|being|queen|of|the|United|Kingdom|of|Great|Britain|and|Ireland|,|she|was|also|the|first|monarch|to|use|the|title|Empress|of|India|.	title
en_72	english	At the end of the sequence a scraper removes any toner left on the drum and the whole process is repeated with a new image.	repeated	0.05	en	False	At|the|end|of|the|sequence|a|scraper|removes|any|toner|left|on|the|drum|and|the|whole|process|is|repeated|with|a|new|image|.	repeated
en_73	english	At the end of the sequence a scraper removes any toner left on the drum and the whole process is repeated with a new image.	drum	0.2	en	False	At|the|end|of|the|sequence|a|scraper|removes|any|toner|left|on|the|drum|and|the|whole|process|is|repeated|with|a|new|image|.	drum
en_74	english	At the end of the sequence a scraper removes any toner left on the drum and the whole process is repeated with a new image.	toner	0.175	en	False	At|the|end|of|the|sequence|a|scraper|removes|any|toner|left|on|the|drum|and|the|whole|process|is|repeated|with|a|new|image|.	toner
en_75	english	Attachment to the fibre is attributed, at least partly, to salt formation between anionic groups in the dyes and cationic groups in the fibre.	fibre	0.3409090909090909	en	False	Attachment|to|the|fibre|is|attributed|,|at|least|partly|,|to|salt|formation|between|anionic|groups|in|the|dyes|and|cationic|groups|in|the|fibre|.	fibre
en_76	english	Attachment to the fibre is attributed, at least partly, to salt formation between anionic groups in the dyes and cationic groups in the fibre.	anionic	0.7045454545454546	en	False	Attachment|to|the|fibre|is|attributed|,|at|least|partly|,|to|salt|formation|between|anionic|groups|in|the|dyes|and|cationic|groups|in|the|fibre|.	anionic
en_77	english	Attachment to the fibre is attributed, at least partly, to salt formation between anionic groups in the dyes and cationic groups in the fibre.	cationic	0.6818181818181818	en	False	Attachment|to|the|fibre|is|attributed|,|at|least|partly|,|to|salt|formation|between|anionic|groups|in|the|dyes|and|cationic|groups|in|the|fibre|.	cationic
en_78	english	Because of the fact that his mating apparatus is barbed, much like the stinger of a worker, it will be ripped from his body after mating, and he will fall towards the earth with the only possible outcome of death.	mating	0.2954545454545454	en	False	Because|of|the|fact|that|his|mating|apparatus|is|barbed|,|much|like|the|stinger|of|a|worker|,|it|will|be|ripped|from|his|body|after|mating|,|and|he|will|fall|towards|the|earth|with|the|only|possible|outcome|of|death|.	mating
en_79	english	Because of the fact that his mating apparatus is barbed, much like the stinger of a worker, it will be ripped from his body after mating, and he will fall towards the earth with the only possible outcome of death.	ripped	0.2954545454545454	en	False	Because|of|the|fact|that|his|mating|apparatus|is|barbed|,|much|like|the|stinger|of|a|worker|,|it|will|be|ripped|from|his|body|after|mating|,|and|he|will|fall|towards|the|earth|with|the|only|possible|outcome|of|death|.	ripped
en_80	english	Because of the fact that his mating apparatus is barbed, much like the stinger of a worker, it will be ripped from his body after mating, and he will fall towards the earth with the only possible outcome of death.	stinger	0.5909090909090909	en	False	Because|of|the|fact|that|his|mating|apparatus|is|barbed|,|much|like|the|stinger|of|a|worker|,|it|will|be|ripped|from|his|body|after|mating|,|and|he|will|fall|towards|the|earth|with|the|only|possible|outcome|of|death|.	stinger
en_81	english	Besides the new vocabulary you should also have a look at how the verbs are conjugated depending on the subject of the sentence.	conjugated	0.6590909090909091	en	False	Besides|the|new|vocabulary|you|should|also|have|a|look|at|how|the|verbs|are|conjugated|depending|on|the|subject|of|the|sentence|.	conjugated
en_82	english	Besides the new vocabulary you should also have a look at how the verbs are conjugated depending on the subject of the sentence.	verbs	0.1136363636363636	en	False	Besides|the|new|vocabulary|you|should|also|have|a|look|at|how|the|verbs|are|conjugated|depending|on|the|subject|of|the|sentence|.	verbs
en_83	english	Besides the new vocabulary you should also have a look at how the verbs are conjugated depending on the subject of the sentence.	vocabulary	0.1590909090909091	en	False	Besides|the|new|vocabulary|you|should|also|have|a|look|at|how|the|verbs|are|conjugated|depending|on|the|subject|of|the|sentence|.	vocabulary
en_84	english	Both make heavy use of mathematical functions to describe and predict physical phenomena that are subject to continuous change, and this requires the use of calculus.	heavy	0.125	en	False	Both|make|heavy|use|of|mathematical|functions|to|describe|and|predict|physical|phenomena|that|are|subject|to|continuous|change|,|and|this|requires|the|use|of|calculus|.	heavy
en_85	english	Both make heavy use of mathematical functions to describe and predict physical phenomena that are subject to continuous change, and this requires the use of calculus.	describe	0.075	en	False	Both|make|heavy|use|of|mathematical|functions|to|describe|and|predict|physical|phenomena|that|are|subject|to|continuous|change|,|and|this|requires|the|use|of|calculus|.	describe
en_86	english	Both make heavy use of mathematical functions to describe and predict physical phenomena that are subject to continuous change, and this requires the use of calculus.	predict	0.05	en	False	Both|make|heavy|use|of|mathematical|functions|to|describe|and|predict|physical|phenomena|that|are|subject|to|continuous|change|,|and|this|requires|the|use|of|calculus|.	predict
en_87	english	British trade officials took it as a first priority to populate the recently secured areas of Canada and Florida (referring to the Treaty of Paris), where colonists could reasonably be expected to trade with the mother country.	secured	0.1818181818181818	en	False	British|trade|officials|took|it|as|a|first|priority|to|populate|the|recently|secured|areas|of|Canada|and|Florida|(|referring|to|the|Treaty|of|Paris|)|,|where|colonists|could|reasonably|be|expected|to|trade|with|the|mother|country|.	secured
en_88	english	British trade officials took it as a first priority to populate the recently secured areas of Canada and Florida (referring to the Treaty of Paris), where colonists could reasonably be expected to trade with the mother country.	colonists	0.4545454545454545	en	False	British|trade|officials|took|it|as|a|first|priority|to|populate|the|recently|secured|areas|of|Canada|and|Florida|(|referring|to|the|Treaty|of|Paris|)|,|where|colonists|could|reasonably|be|expected|to|trade|with|the|mother|country|.	colonists
en_89	english	British trade officials took it as a first priority to populate the recently secured areas of Canada and Florida (referring to the Treaty of Paris), where colonists could reasonably be expected to trade with the mother country.	populate	0.25	en	False	British|trade|officials|took|it|as|a|first|priority|to|populate|the|recently|secured|areas|of|Canada|and|Florida|(|referring|to|the|Treaty|of|Paris|)|,|where|colonists|could|reasonably|be|expected|to|trade|with|the|mother|country|.	populate
en_90	english	Buddhism and Jainism share many  common themes and practices, including an emphasis on nonviolence and a belief that one achieves liberation through the renunciation of worldly ties which bind individuals to illusion through the process of karma, the accumulation of good and bad merit.	liberation	0.3863636363636363	en	False	Buddhism|and|Jainism|share|many|common|themes|and|practices|,|including|an|emphasis|on|nonviolence|and|a|belief|that|one|achieves|liberation|through|the|renunciation|of|worldly|ties|which|bind|individuals|to|illusion|through|the|process|of|karma|,|the|accumulation|of|good|and|bad|merit|.	liberation
en_91	english	Buddhism and Jainism share many  common themes and practices, including an emphasis on nonviolence and a belief that one achieves liberation through the renunciation of worldly ties which bind individuals to illusion through the process of karma, the accumulation of good and bad merit.	emphasis	0.2954545454545454	en	False	Buddhism|and|Jainism|share|many|common|themes|and|practices|,|including|an|emphasis|on|nonviolence|and|a|belief|that|one|achieves|liberation|through|the|renunciation|of|worldly|ties|which|bind|individuals|to|illusion|through|the|process|of|karma|,|the|accumulation|of|good|and|bad|merit|.	emphasis
en_92	english	Buddhism and Jainism share many  common themes and practices, including an emphasis on nonviolence and a belief that one achieves liberation through the renunciation of worldly ties which bind individuals to illusion through the process of karma, the accumulation of good and bad merit.	accumulation	0.4318181818181818	en	False	Buddhism|and|Jainism|share|many|common|themes|and|practices|,|including|an|emphasis|on|nonviolence|and|a|belief|that|one|achieves|liberation|through|the|renunciation|of|worldly|ties|which|bind|individuals|to|illusion|through|the|process|of|karma|,|the|accumulation|of|good|and|bad|merit|.	accumulation
en_93	english	By the 1960s more mail was being franked by postage meter than with traditional adhesive stamps.	adhesive	0.5	en	False	By|the|1960s|more|mail|was|being|franked|by|postage|meter|than|with|traditional|adhesive|stamps|.	adhesive
en_94	english	By the 1960s more mail was being franked by postage meter than with traditional adhesive stamps.	franked	0.6590909090909091	en	False	By|the|1960s|more|mail|was|being|franked|by|postage|meter|than|with|traditional|adhesive|stamps|.	franked
en_95	english	By the 1960s more mail was being franked by postage meter than with traditional adhesive stamps.	meter	0.1818181818181818	en	False	By|the|1960s|more|mail|was|being|franked|by|postage|meter|than|with|traditional|adhesive|stamps|.	meter
en_96	english	Calculating such capacitances and either exploiting them or taking necessary measures to counteract it is a big deal in engineering electric circuits.	counteract	0.5	en	False	Calculating|such|capacitances|and|either|exploiting|them|or|taking|necessary|measures|to|counteract|it|is|a|big|deal|in|engineering|electric|circuits|.	counteract
en_97	english	Calculating such capacitances and either exploiting them or taking necessary measures to counteract it is a big deal in engineering electric circuits.	electric	0.1590909090909091	en	False	Calculating|such|capacitances|and|either|exploiting|them|or|taking|necessary|measures|to|counteract|it|is|a|big|deal|in|engineering|electric|circuits|.	electric
en_98	english	Calculating such capacitances and either exploiting them or taking necessary measures to counteract it is a big deal in engineering electric circuits.	capacitances	0.7727272727272727	en	False	Calculating|such|capacitances|and|either|exploiting|them|or|taking|necessary|measures|to|counteract|it|is|a|big|deal|in|engineering|electric|circuits|.	capacitances
