id	language	context	target	complexity	lang	train	context_tokenized	target_tokenized
en_34	english	After the war, Hitler remained in the army and after receiving intelligence and oratory training, became an intelligence official tasked with infiltrating political parties and reporting to his superiors on their activities.	reporting	0.1136363636363636	en	False	after|the|war|,|Hitler|remain|in|the|army|and|after|receive|intelligence|and|oratory|training|,|become|a|intelligence|official|task|with|infiltrate|political|party|and|report|to|his|superior|on|their|activity|.	report
en_35	english	After the war, Hitler remained in the army and after receiving intelligence and oratory training, became an intelligence official tasked with infiltrating political parties and reporting to his superiors on their activities.	infiltrating	0.4318181818181818	en	False	after|the|war|,|Hitler|remain|in|the|army|and|after|receive|intelligence|and|oratory|training|,|become|a|intelligence|official|task|with|infiltrate|political|party|and|report|to|his|superior|on|their|activity|.	infiltrate
en_36	english	All other things being equal, nucleophiles are generally compared to each other in terms of relative reactivity.	relative	0.1	en	False	all|other|thing|be|equal|,|nucleophile|be|generally|compare|to|each|other|in|term|of|relative|reactivity|.	relative
en_37	english	All other things being equal, nucleophiles are generally compared to each other in terms of relative reactivity.	nucleophiles	0.65	en	False	all|other|thing|be|equal|,|nucleophile|be|generally|compare|to|each|other|in|term|of|relative|reactivity|.	nucleophile
en_38	english	All other things being equal, nucleophiles are generally compared to each other in terms of relative reactivity.	compared	0.05	en	False	all|other|thing|be|equal|,|nucleophile|be|generally|compare|to|each|other|in|term|of|relative|reactivity|.	compare
en_39	english	Also, the frictional coefficient varies greatly depending on what two substances are in contact, and the temperature and smoothness of the two substances.	frictional	0.5	en	False	also|,|the|frictional|coefficient|vary|greatly|depend|on|what|two|substance|be|in|contact|,|and|the|temperature|and|smoothness|of|the|two|substance|.	frictional
en_40	english	Also, the frictional coefficient varies greatly depending on what two substances are in contact, and the temperature and smoothness of the two substances.	smoothness	0.3181818181818182	en	False	also|,|the|frictional|coefficient|vary|greatly|depend|on|what|two|substance|be|in|contact|,|and|the|temperature|and|smoothness|of|the|two|substance|.	smoothness
en_41	english	Also, the frictional coefficient varies greatly depending on what two substances are in contact, and the temperature and smoothness of the two substances.	varies	0.2045454545454545	en	False	also|,|the|frictional|coefficient|vary|greatly|depend|on|what|two|substance|be|in|contact|,|and|the|temperature|and|smoothness|of|the|two|substance|.	vary
en_42	english	Although it requires discipline, it is extremely important to systematically work backwards in time through the record trail, exhausting all record sources for each person, before working on their parents and grandparents.	backwards	0.2045454545454545	en	False	although|it|require|discipline|,|it|be|extremely|important|to|systematically|work|backwards|in|time|through|the|record|trail|,|exhausting|all|record|source|for|each|person|,|before|work|on|their|parent|and|grandparent|.	backwards
en_43	english	Although it requires discipline, it is extremely important to systematically work backwards in time through the record trail, exhausting all record sources for each person, before working on their parents and grandparents.	exhausting	0.2045454545454545	en	False	although|it|require|discipline|,|it|be|extremely|important|to|systematically|work|backwards|in|time|through|the|record|trail|,|exhausting|all|record|source|for|each|person|,|before|work|on|their|parent|and|grandparent|.	exhausting
en_44	english	Although it requires discipline, it is extremely important to systematically work backwards in time through the record trail, exhausting all record sources for each person, before working on their parents and grandparents.	systematically	0.2954545454545454	en	False	although|it|require|discipline|,|it|be|extremely|important|to|systematically|work|backwards|in|time|through|the|record|trail|,|exhausting|all|record|source|for|each|person|,|before|work|on|their|parent|and|grandparent|.	systematically
en_45	english	Although some frames are provided with three holes for the location pins, some brakes only work on one particular position, so take note during any disassembly as to which holes were used.	holes	0.05	en	False	although|some|frame|be|provide|with|three|hole|for|the|location|pin|,|some|brake|only|work|on|one|particular|position|,|so|take|note|during|any|disassembly|as|to|which|hole|be|use|.	hole
en_46	english	Although some frames are provided with three holes for the location pins, some brakes only work on one particular position, so take note during any disassembly as to which holes were used.	frames	0.15	en	False	although|some|frame|be|provide|with|three|hole|for|the|location|pin|,|some|brake|only|work|on|one|particular|position|,|so|take|note|during|any|disassembly|as|to|which|hole|be|use|.	frame
en_47	english	Although some frames are provided with three holes for the location pins, some brakes only work on one particular position, so take note during any disassembly as to which holes were used.	brakes	0.05	en	False	although|some|frame|be|provide|with|three|hole|for|the|location|pin|,|some|brake|only|work|on|one|particular|position|,|so|take|note|during|any|disassembly|as|to|which|hole|be|use|.	brake
en_48	english	Although the Jews were the favored targets and are the victims we most hear about when talking about the Holocaust, they were not the only victims.	favored	0.15	en	False	although|the|Jew|be|the|favor|target|and|be|the|victim|we|most|hear|about|when|talk|about|the|Holocaust|,|they|be|not|the|only|victim|.	favor
en_49	english	Although the Jews were the favored targets and are the victims we most hear about when talking about the Holocaust, they were not the only victims.	hear	0.075	en	False	although|the|Jew|be|the|favor|target|and|be|the|victim|we|most|hear|about|when|talk|about|the|Holocaust|,|they|be|not|the|only|victim|.	hear
en_50	english	Although the Jews were the favored targets and are the victims we most hear about when talking about the Holocaust, they were not the only victims.	talking	0.05	en	False	although|the|Jew|be|the|favor|target|and|be|the|victim|we|most|hear|about|when|talk|about|the|Holocaust|,|they|be|not|the|only|victim|.	talk
en_51	english	Among these technologies was nuclear fission, the splitting of a highly electronegative atom into smaller ones, which gives off ten times as much power.	electronegative	0.575	en	False	among|this|technology|be|nuclear|fission|,|the|split|of|a|highly|electronegative|atom|into|small|one|,|which|give|off|ten|time|as|much|power|.	electronegative
en_52	english	Among these technologies was nuclear fission, the splitting of a highly electronegative atom into smaller ones, which gives off ten times as much power.	technologies	0.125	en	False	among|this|technology|be|nuclear|fission|,|the|split|of|a|highly|electronegative|atom|into|small|one|,|which|give|off|ten|time|as|much|power|.	technology
en_53	english	Among these technologies was nuclear fission, the splitting of a highly electronegative atom into smaller ones, which gives off ten times as much power.	nuclear	0.15	en	False	among|this|technology|be|nuclear|fission|,|the|split|of|a|highly|electronegative|atom|into|small|one|,|which|give|off|ten|time|as|much|power|.	nuclear
en_54	english	An ingenious alphabet allowed the Maya to record information on their monuments and temples, giving anthropologists an excellent way to learn about Maya life and culture.	anthropologists	0.7045454545454546	en	False	a|ingenious|alphabet|allow|the|Maya|to|record|information|on|their|monument|and|temple|,|give|anthropologist|a|excellent|way|to|learn|about|Maya|life|and|culture|.	anthropologist
en_55	english	An ingenious alphabet allowed the Maya to record information on their monuments and temples, giving anthropologists an excellent way to learn about Maya life and culture.	excellent	0.1363636363636363	en	False	a|ingenious|alphabet|allow|the|Maya|to|record|information|on|their|monument|and|temple|,|give|anthropologist|a|excellent|way|to|learn|about|Maya|life|and|culture|.	excellent
en_56	english	An ingenious alphabet allowed the Maya to record information on their monuments and temples, giving anthropologists an excellent way to learn about Maya life and culture.	ingenious	0.5681818181818182	en	False	a|ingenious|alphabet|allow|the|Maya|to|record|information|on|their|monument|and|temple|,|give|anthropologist|a|excellent|way|to|learn|about|Maya|life|and|culture|.	ingenious
en_57	english	Another separate book covers Cascading Style Sheets (CSS) which handle overall look and styling, but the present book addresses CSS briefly.	overall	0.05	en	False	another|separate|book|cover|Cascading|Style|Sheets|(|CSS|)|which|handle|overall|look|and|styling|,|but|the|present|book|address|CSS|briefly|.	overall
en_58	english	Another separate book covers Cascading Style Sheets (CSS) which handle overall look and styling, but the present book addresses CSS briefly.	addresses	0.175	en	False	another|separate|book|cover|Cascading|Style|Sheets|(|CSS|)|which|handle|overall|look|and|styling|,|but|the|present|book|address|CSS|briefly|.	address
en_59	english	Another separate book covers Cascading Style Sheets (CSS) which handle overall look and styling, but the present book addresses CSS briefly.	handle	0.075	en	False	another|separate|book|cover|Cascading|Style|Sheets|(|CSS|)|which|handle|overall|look|and|styling|,|but|the|present|book|address|CSS|briefly|.	handle
en_60	english	As Governor, he followed such a strict policy of appointing only fellow Republicans to office that he became the father of the spoils system in America.	father	0.075	en	False	as|Governor|,|he|follow|such|a|strict|policy|of|appoint|only|fellow|Republican|to|office|that|he|become|the|father|of|the|spoil|system|in|America|.	father
en_61	english	As Governor, he followed such a strict policy of appointing only fellow Republicans to office that he became the father of the spoils system in America.	appointing	0.125	en	False	as|Governor|,|he|follow|such|a|strict|policy|of|appoint|only|fellow|Republican|to|office|that|he|become|the|father|of|the|spoil|system|in|America|.	appoint
en_62	english	As Governor, he followed such a strict policy of appointing only fellow Republicans to office that he became the father of the spoils system in America.	spoils	0.325	en	False	as|Governor|,|he|follow|such|a|strict|policy|of|appoint|only|fellow|Republican|to|office|that|he|become|the|father|of|the|spoil|system|in|America|.	spoil
en_63	english	As adjectives, their endings will vary according to the nouns they modify.	according	0.1	en	False	as|adjective|,|their|ending|will|vary|accord|to|the|noun|they|modify|.	accord
en_64	english	As adjectives, their endings will vary according to the nouns they modify.	vary	0.125	en	False	as|adjective|,|their|ending|will|vary|accord|to|the|noun|they|modify|.	vary
en_65	english	As adjectives, their endings will vary according to the nouns they modify.	nouns	0.125	en	False	as|adjective|,|their|ending|will|vary|accord|to|the|noun|they|modify|.	noun
en_66	english	As the single parabolic reflector achieves a greater focusing accuracy than any larger bank of mirrors can achieve, the focus is used to achieve a higher temperature which in turn allows a very efficient conversion of heat into mechanical power to drive a electrical generator.	parabolic	0.75	en	False	as|the|single|parabolic|reflector|achieve|a|great|focus|accuracy|than|any|large|bank|of|mirror|can|achieve|,|the|focus|be|use|to|achieve|a|high|temperature|which|in|turn|allow|a|very|efficient|conversion|of|heat|into|mechanical|power|to|drive|a|electrical|generator|.	parabolic
en_67	english	As the single parabolic reflector achieves a greater focusing accuracy than any larger bank of mirrors can achieve, the focus is used to achieve a higher temperature which in turn allows a very efficient conversion of heat into mechanical power to drive a electrical generator.	accuracy	0.2272727272727272	en	False	as|the|single|parabolic|reflector|achieve|a|great|focus|accuracy|than|any|large|bank|of|mirror|can|achieve|,|the|focus|be|use|to|achieve|a|high|temperature|which|in|turn|allow|a|very|efficient|conversion|of|heat|into|mechanical|power|to|drive|a|electrical|generator|.	accuracy
en_68	english	As the single parabolic reflector achieves a greater focusing accuracy than any larger bank of mirrors can achieve, the focus is used to achieve a higher temperature which in turn allows a very efficient conversion of heat into mechanical power to drive a electrical generator.	focusing	0.2272727272727272	en	False	as|the|single|parabolic|reflector|achieve|a|great|focus|accuracy|than|any|large|bank|of|mirror|can|achieve|,|the|focus|be|use|to|achieve|a|high|temperature|which|in|turn|allow|a|very|efficient|conversion|of|heat|into|mechanical|power|to|drive|a|electrical|generator|.	focus
en_69	english	As well as being queen of the United Kingdom of Great Britain and Ireland, she was also the first monarch to use the title Empress of India.	queen	0.025	en	False	as|well|as|be|queen|of|the|United|Kingdom|of|great|Britain|and|Ireland|,|she|be|also|the|first|monarch|to|use|the|title|Empress|of|India|.	queen
en_70	english	As well as being queen of the United Kingdom of Great Britain and Ireland, she was also the first monarch to use the title Empress of India.	monarch	0.125	en	False	as|well|as|be|queen|of|the|United|Kingdom|of|great|Britain|and|Ireland|,|she|be|also|the|first|monarch|to|use|the|title|Empress|of|India|.	monarch
en_71	english	As well as being queen of the United Kingdom of Great Britain and Ireland, she was also the first monarch to use the title Empress of India.	title	0.025	en	False	as|well|as|be|queen|of|the|United|Kingdom|of|great|Britain|and|Ireland|,|she|be|also|the|first|monarch|to|use|the|title|Empress|of|India|.	title
en_72	english	At the end of the sequence a scraper removes any toner left on the drum and the whole process is repeated with a new image.	repeated	0.05	en	False	at|the|end|of|the|sequence|a|scraper|remove|any|toner|leave|on|the|drum|and|the|whole|process|be|repeat|with|a|new|image|.	repeat
en_73	english	At the end of the sequence a scraper removes any toner left on the drum and the whole process is repeated with a new image.	drum	0.2	en	False	at|the|end|of|the|sequence|a|scraper|remove|any|toner|leave|on|the|drum|and|the|whole|process|be|repeat|with|a|new|image|.	drum
en_74	english	At the end of the sequence a scraper removes any toner left on the drum and the whole process is repeated with a new image.	toner	0.175	en	False	at|the|end|of|the|sequence|a|scraper|remove|any|toner|leave|on|the|drum|and|the|whole|process|be|repeat|with|a|new|image|.	toner
en_75	english	Attachment to the fibre is attributed, at least partly, to salt formation between anionic groups in the dyes and cationic groups in the fibre.	fibre	0.3409090909090909	en	False	attachment|to|the|fibre|be|attribute|,|at|least|partly|,|to|salt|formation|between|anionic|group|in|the|dye|and|cationic|group|in|the|fibre|.	fibre
en_76	english	Attachment to the fibre is attributed, at least partly, to salt formation between anionic groups in the dyes and cationic groups in the fibre.	anionic	0.7045454545454546	en	False	attachment|to|the|fibre|be|attribute|,|at|least|partly|,|to|salt|formation|between|anionic|group|in|the|dye|and|cationic|group|in|the|fibre|.	anionic
en_77	english	Attachment to the fibre is attributed, at least partly, to salt formation between anionic groups in the dyes and cationic groups in the fibre.	cationic	0.6818181818181818	en	False	attachment|to|the|fibre|be|attribute|,|at|least|partly|,|to|salt|formation|between|anionic|group|in|the|dye|and|cationic|group|in|the|fibre|.	cationic
en_78	english	Because of the fact that his mating apparatus is barbed, much like the stinger of a worker, it will be ripped from his body after mating, and he will fall towards the earth with the only possible outcome of death.	mating	0.2954545454545454	en	False	because|of|the|fact|that|his|mating|apparatus|be|barb|,|much|like|the|stinger|of|a|worker|,|it|will|be|rip|from|his|body|after|mating|,|and|he|will|fall|towards|the|earth|with|the|only|possible|outcome|of|death|.	mating
en_79	english	Because of the fact that his mating apparatus is barbed, much like the stinger of a worker, it will be ripped from his body after mating, and he will fall towards the earth with the only possible outcome of death.	ripped	0.2954545454545454	en	False	because|of|the|fact|that|his|mating|apparatus|be|barb|,|much|like|the|stinger|of|a|worker|,|it|will|be|rip|from|his|body|after|mating|,|and|he|will|fall|towards|the|earth|with|the|only|possible|outcome|of|death|.	rip
en_80	english	Because of the fact that his mating apparatus is barbed, much like the stinger of a worker, it will be ripped from his body after mating, and he will fall towards the earth with the only possible outcome of death.	stinger	0.5909090909090909	en	False	because|of|the|fact|that|his|mating|apparatus|be|barb|,|much|like|the|stinger|of|a|worker|,|it|will|be|rip|from|his|body|after|mating|,|and|he|will|fall|towards|the|earth|with|the|only|possible|outcome|of|death|.	stinger
en_81	english	Besides the new vocabulary you should also have a look at how the verbs are conjugated depending on the subject of the sentence.	conjugated	0.6590909090909091	en	False	besides|the|new|vocabulary|you|should|also|have|a|look|at|how|the|verb|be|conjugate|depend|on|the|subject|of|the|sentence|.	conjugate
en_82	english	Besides the new vocabulary you should also have a look at how the verbs are conjugated depending on the subject of the sentence.	verbs	0.1136363636363636	en	False	besides|the|new|vocabulary|you|should|also|have|a|look|at|how|the|verb|be|conjugate|depend|on|the|subject|of|the|sentence|.	verb
en_83	english	Besides the new vocabulary you should also have a look at how the verbs are conjugated depending on the subject of the sentence.	vocabulary	0.1590909090909091	en	False	besides|the|new|vocabulary|you|should|also|have|a|look|at|how|the|verb|be|conjugate|depend|on|the|subject|of|the|sentence|.	vocabulary
en_84	english	Both make heavy use of mathematical functions to describe and predict physical phenomena that are subject to continuous change, and this requires the use of calculus.	heavy	0.125	en	False	both|make|heavy|use|of|mathematical|function|to|describe|and|predict|physical|phenomenon|that|be|subject|to|continuous|change|,|and|this|require|the|use|of|calculus|.	heavy
en_85	english	Both make heavy use of mathematical functions to describe and predict physical phenomena that are subject to continuous change, and this requires the use of calculus.	describe	0.075	en	False	both|make|heavy|use|of|mathematical|function|to|describe|and|predict|physical|phenomenon|that|be|subject|to|continuous|change|,|and|this|require|the|use|of|calculus|.	describe
en_86	english	Both make heavy use of mathematical functions to describe and predict physical phenomena that are subject to continuous change, and this requires the use of calculus.	predict	0.05	en	False	both|make|heavy|use|of|mathematical|function|to|describe|and|predict|physical|phenomenon|that|be|subject|to|continuous|change|,|and|this|require|the|use|of|calculus|.	predict
en_87	english	British trade officials took it as a first priority to populate the recently secured areas of Canada and Florida (referring to the Treaty of Paris), where colonists could reasonably be expected to trade with the mother country.	secured	0.1818181818181818	en	False	British|trade|official|take|it|as|a|first|priority|to|populate|the|recently|secure|area|of|Canada|and|Florida|(|refer|to|the|Treaty|of|Paris|)|,|where|colonist|could|reasonably|be|expect|to|trade|with|the|mother|country|.	secure
en_88	english	British trade officials took it as a first priority to populate the recently secured areas of Canada and Florida (referring to the Treaty of Paris), where colonists could reasonably be expected to trade with the mother country.	colonists	0.4545454545454545	en	False	British|trade|official|take|it|as|a|first|priority|to|populate|the|recently|secure|area|of|Canada|and|Florida|(|refer|to|the|Treaty|of|Paris|)|,|where|colonist|could|reasonably|be|expect|to|trade|with|the|mother|country|.	colonist
en_89	english	British trade officials took it as a first priority to populate the recently secured areas of Canada and Florida (referring to the Treaty of Paris), where colonists could reasonably be expected to trade with the mother country.	populate	0.25	en	False	British|trade|official|take|it|as|a|first|priority|to|populate|the|recently|secure|area|of|Canada|and|Florida|(|refer|to|the|Treaty|of|Paris|)|,|where|colonist|could|reasonably|be|expect|to|trade|with|the|mother|country|.	populate
en_90	english	Buddhism and Jainism share many  common themes and practices, including an emphasis on nonviolence and a belief that one achieves liberation through the renunciation of worldly ties which bind individuals to illusion through the process of karma, the accumulation of good and bad merit.	liberation	0.3863636363636363	en	False	Buddhism|and|Jainism|share|many|common|theme|and|practice|,|include|a|emphasis|on|nonviolence|and|a|belief|that|one|achieve|liberation|through|the|renunciation|of|worldly|tie|which|bind|individual|to|illusion|through|the|process|of|karma|,|the|accumulation|of|good|and|bad|merit|.	liberation
en_91	english	Buddhism and Jainism share many  common themes and practices, including an emphasis on nonviolence and a belief that one achieves liberation through the renunciation of worldly ties which bind individuals to illusion through the process of karma, the accumulation of good and bad merit.	emphasis	0.2954545454545454	en	False	Buddhism|and|Jainism|share|many|common|theme|and|practice|,|include|a|emphasis|on|nonviolence|and|a|belief|that|one|achieve|liberation|through|the|renunciation|of|worldly|tie|which|bind|individual|to|illusion|through|the|process|of|karma|,|the|accumulation|of|good|and|bad|merit|.	emphasis
en_92	english	Buddhism and Jainism share many  common themes and practices, including an emphasis on nonviolence and a belief that one achieves liberation through the renunciation of worldly ties which bind individuals to illusion through the process of karma, the accumulation of good and bad merit.	accumulation	0.4318181818181818	en	False	Buddhism|and|Jainism|share|many|common|theme|and|practice|,|include|a|emphasis|on|nonviolence|and|a|belief|that|one|achieve|liberation|through|the|renunciation|of|worldly|tie|which|bind|individual|to|illusion|through|the|process|of|karma|,|the|accumulation|of|good|and|bad|merit|.	accumulation
en_93	english	By the 1960s more mail was being franked by postage meter than with traditional adhesive stamps.	adhesive	0.5	en	False	by|the|1960s|more|mail|be|be|frank|by|postage|meter|than|with|traditional|adhesive|stamp|.	adhesive
en_94	english	By the 1960s more mail was being franked by postage meter than with traditional adhesive stamps.	franked	0.6590909090909091	en	False	by|the|1960s|more|mail|be|be|frank|by|postage|meter|than|with|traditional|adhesive|stamp|.	frank
en_95	english	By the 1960s more mail was being franked by postage meter than with traditional adhesive stamps.	meter	0.1818181818181818	en	False	by|the|1960s|more|mail|be|be|frank|by|postage|meter|than|with|traditional|adhesive|stamp|.	meter
en_96	english	Calculating such capacitances and either exploiting them or taking necessary measures to counteract it is a big deal in engineering electric circuits.	counteract	0.5	en	False	calculate|such|capacitance|and|either|exploit|they|or|take|necessary|measure|to|counteract|it|be|a|big|deal|in|engineering|electric|circuit|.	counteract
en_97	english	Calculating such capacitances and either exploiting them or taking necessary measures to counteract it is a big deal in engineering electric circuits.	electric	0.1590909090909091	en	False	calculate|such|capacitance|and|either|exploit|they|or|take|necessary|measure|to|counteract|it|be|a|big|deal|in|engineering|electric|circuit|.	electric
en_98	english	Calculating such capacitances and either exploiting them or taking necessary measures to counteract it is a big deal in engineering electric circuits.	capacitances	0.7727272727272727	en	False	calculate|such|capacitance|and|either|exploit|they|or|take|necessary|measure|to|counteract|it|be|a|big|deal|in|engineering|electric|circuit|.	capacitance
en_99	english	Chapter Two investigates this connection a little more fully by discussing the mental gymnastics of problem solving.	discussing	0.1363636363636363	en	False	Chapter|two|investigate|this|connection|a|little|more|fully|by|discuss|the|mental|gymnastic|of|problem|solving|.	discuss
en_100	english	Chapter Two investigates this connection a little more fully by discussing the mental gymnastics of problem solving.	gymnastics	0.25	en	False	Chapter|two|investigate|this|connection|a|little|more|fully|by|discuss|the|mental|gymnastic|of|problem|solving|.	gymnastic
