id	language	context	target	complexity	lang	train	context_tokenized	target_tokenized
ja_27	japanese	店が繰り返し強盗被害にあっていたことなどを考慮したためとされる。	考慮した	0.4	ja	True	店|が|繰り返す|強盗|被害|に|ある|て|いる|た|こと|など|を|考慮|する|た|ため|と|する|れる|。	考慮|する|た
ja_28	japanese	リスナーが、柴田をキレさせるようなメールを送ってきて山崎が「まあまあまあ、柴田さん」と諫めるコーナー。	キレさせる	0.375	ja	True	リスナー|が|、|柴田|を|キレる|させる|よう|だ|メール|を|送る|て|くる|て|山崎|が|「|まあまあ|まあ|、|柴田|さん|」|と|諫める|コーナー|。	キレる|させる
ja_29	japanese	リスナーが、柴田をキレさせるようなメールを送ってきて山崎が「まあまあまあ、柴田さん」と諫めるコーナー。	諫める	0.775	ja	True	リスナー|が|、|柴田|を|キレる|させる|よう|だ|メール|を|送る|て|くる|て|山崎|が|「|まあまあ|まあ|、|柴田|さん|」|と|諫める|コーナー|。	諫める
ja_30	japanese	リスナーが、柴田をキレさせるようなメールを送ってきて山崎が「まあまあまあ、柴田さん」と諫めるコーナー。	コーナー	0.1	ja	True	リスナー|が|、|柴田|を|キレる|させる|よう|だ|メール|を|送る|て|くる|て|山崎|が|「|まあまあ|まあ|、|柴田|さん|」|と|諫める|コーナー|。	コーナー
ja_31	japanese	「気に入らねえ奴はブッとばす」というのが口癖。	奴	0.25	ja	False	「|気|に|入る|ない|奴|は|ブッとぶ|っす|」|と|いう|の|が|口癖|。	奴
ja_32	japanese	「気に入らねえ奴はブッとばす」というのが口癖。	ブッとばす	0.4	ja	False	「|気|に|入る|ない|奴|は|ブッとぶ|っす|」|と|いう|の|が|口癖|。	ブッ|とばす
ja_33	japanese	「気に入らねえ奴はブッとばす」というのが口癖。	口癖	0.575	ja	False	「|気|に|入る|ない|奴|は|ブッとぶ|っす|」|と|いう|の|が|口癖|。	口癖
ja_34	japanese	パトカーは600メートルほど離れた路上でワゴン車を見失ったものの、その後タクシーと衝突したワゴン車を発見した。	パトカー	0.075	ja	False	パトカー|は|600|メートル|ほど|離れる|た|路上|で|ワゴン|車|を|見失う|た|もの|の|、|その|後|タクシー|と|衝突|する|た|ワゴン|車|を|発見|する|た|。	パトカー
ja_35	japanese	パトカーは600メートルほど離れた路上でワゴン車を見失ったものの、その後タクシーと衝突したワゴン車を発見した。	衝突した	0.35	ja	False	パトカー|は|600|メートル|ほど|離れる|た|路上|で|ワゴン|車|を|見失う|た|もの|の|、|その|後|タクシー|と|衝突|する|た|ワゴン|車|を|発見|する|た|。	衝突|する|た
ja_36	japanese	パトカーは600メートルほど離れた路上でワゴン車を見失ったものの、その後タクシーと衝突したワゴン車を発見した。	発見した	0.075	ja	False	パトカー|は|600|メートル|ほど|離れる|た|路上|で|ワゴン|車|を|見失う|た|もの|の|、|その|後|タクシー|と|衝突|する|た|ワゴン|車|を|発見|する|た|。	発見|する|た
ja_37	japanese	サラリーマンや中高年層が主流で、酒類を品書きに加えて好評を得ている。	主流	0.5	ja	False	サラリーマン|や|中高年|層|が|主流|で|、|酒類|を|品書き|に|加える|て|好評|を|得る|て|いる|。	主流
ja_38	japanese	サラリーマンや中高年層が主流で、酒類を品書きに加えて好評を得ている。	品書き	0.45	ja	False	サラリーマン|や|中高年|層|が|主流|で|、|酒類|を|品書き|に|加える|て|好評|を|得る|て|いる|。	品書き
ja_39	japanese	サラリーマンや中高年層が主流で、酒類を品書きに加えて好評を得ている。	好評を得ている	0.35	ja	False	サラリーマン|や|中高年|層|が|主流|で|、|酒類|を|品書き|に|加える|て|好評|を|得る|て|いる|。	好評|を|得る|て|いる
ja_40	japanese	気象庁は土砂災害や川の氾濫、浸水被害に厳重な警戒をするように呼びかけている。	川の氾濫	0.625	ja	False	気象|庁|は|土砂|災害|や|川|の|氾濫|、|浸水|被害|に|厳重|だ|警戒|を|する|よう|だ|呼びかける|て|いる|。	川|の|氾濫
ja_41	japanese	気象庁は土砂災害や川の氾濫、浸水被害に厳重な警戒をするように呼びかけている。	浸水被害	0.425	ja	False	気象|庁|は|土砂|災害|や|川|の|氾濫|、|浸水|被害|に|厳重|だ|警戒|を|する|よう|だ|呼びかける|て|いる|。	浸水|被害
ja_42	japanese	気象庁は土砂災害や川の氾濫、浸水被害に厳重な警戒をするように呼びかけている。	厳重な	0.4	ja	False	気象|庁|は|土砂|災害|や|川|の|氾濫|、|浸水|被害|に|厳重|だ|警戒|を|する|よう|だ|呼びかける|て|いる|。	厳重|だ
ja_43	japanese	彼らがそれらのアプリを使うのは、友人から肯定してもらうことで自分の存在の正当性を確認しようとする試みなのである。	肯定して	0.425	ja	False	彼|ら|が|それ|ら|の|アプリ|を|使う|の|は|、|友人|から|肯定|する|て|もらう|こと|で|自分|の|存在|の|正当|性|を|確認|する|と|する|試み|だ|の|だ|ある|。	肯定|する|て
ja_44	japanese	彼らがそれらのアプリを使うのは、友人から肯定してもらうことで自分の存在の正当性を確認しようとする試みなのである。	正当性	0.4	ja	False	彼|ら|が|それ|ら|の|アプリ|を|使う|の|は|、|友人|から|肯定|する|て|もらう|こと|で|自分|の|存在|の|正当|性|を|確認|する|と|する|試み|だ|の|だ|ある|。	正当|性
ja_45	japanese	彼らがそれらのアプリを使うのは、友人から肯定してもらうことで自分の存在の正当性を確認しようとする試みなのである。	試み	0.3	ja	False	彼|ら|が|それ|ら|の|アプリ|を|使う|の|は|、|友人|から|肯定|する|て|もらう|こと|で|自分|の|存在|の|正当|性|を|確認|する|と|する|試み|だ|の|だ|ある|。	試み
ja_46	japanese	お子さんが被害に遭わないように、保護者がお子さんのインターネット利用をきちんと見守っていく必要があります。	被害に遭わない	0.5	ja	False	お|子|さん|が|被害|に|遭う|ない|よう|だ|、|保護|者|が|お|子|さん|の|インターネット|利用|を|きちんと|見守る|て|いく|必要|が|ある|ます|。	被害|に|遭う|ない
ja_47	japanese	お子さんが被害に遭わないように、保護者がお子さんのインターネット利用をきちんと見守っていく必要があります。	きちんと	0.0	ja	False	お|子|さん|が|被害|に|遭う|ない|よう|だ|、|保護|者|が|お|子|さん|の|インターネット|利用|を|きちんと|見守る|て|いく|必要|が|ある|ます|。	きちんと
ja_48	japanese	お子さんが被害に遭わないように、保護者がお子さんのインターネット利用をきちんと見守っていく必要があります。	見守って	0.075	ja	False	お|子|さん|が|被害|に|遭う|ない|よう|だ|、|保護|者|が|お|子|さん|の|インターネット|利用|を|きちんと|見守る|て|いく|必要|が|ある|ます|。	見守る|て
ja_49	japanese	斜面地では、不思議と祭りの喧騒もなく、静かで穏やかな時間が流れている。	不思議と	0.2	ja	False	斜面|地|で|は|、|不思議|と|祭り|の|喧騒|も|ない|、|静か|だ|穏やか|だ|時間|が|流れる|て|いる|。	不思議|と
ja_50	japanese	斜面地では、不思議と祭りの喧騒もなく、静かで穏やかな時間が流れている。	喧騒	0.675	ja	False	斜面|地|で|は|、|不思議|と|祭り|の|喧騒|も|ない|、|静か|だ|穏やか|だ|時間|が|流れる|て|いる|。	喧騒
ja_51	japanese	斜面地では、不思議と祭りの喧騒もなく、静かで穏やかな時間が流れている。	穏やかな	0.275	ja	False	斜面|地|で|は|、|不思議|と|祭り|の|喧騒|も|ない|、|静か|だ|穏やか|だ|時間|が|流れる|て|いる|。	穏やか|だ
ja_52	japanese	フランスでは日本の食パンに比べてやや小振りなタイプが広く嗜好されている。	やや	0.1	ja	False	フランス|で|は|日本|の|食|パン|に|比べる|て|やや|小振り|だ|タイプ|が|広い|嗜好|する|れる|て|いる|。	やや
ja_53	japanese	フランスでは日本の食パンに比べてやや小振りなタイプが広く嗜好されている。	小振りな	0.55	ja	False	フランス|で|は|日本|の|食|パン|に|比べる|て|やや|小振り|だ|タイプ|が|広い|嗜好|する|れる|て|いる|。	小振り|だ
ja_54	japanese	フランスでは日本の食パンに比べてやや小振りなタイプが広く嗜好されている。	嗜好されて	0.75	ja	False	フランス|で|は|日本|の|食|パン|に|比べる|て|やや|小振り|だ|タイプ|が|広い|嗜好|する|れる|て|いる|。	嗜好|する|れる|て
ja_55	japanese	増田はあがって、夫婦の脇へどかっとあぐらをかいた。	脇	0.3	ja	False	増田|は|あがる|て|、|夫婦|の|脇|へ|どかっ|と|あぐら|を|かく|た|。	脇
ja_56	japanese	増田はあがって、夫婦の脇へどかっとあぐらをかいた。	どかっと	0.775	ja	False	増田|は|あがる|て|、|夫婦|の|脇|へ|どかっ|と|あぐら|を|かく|た|。	どかっ|と
ja_57	japanese	増田はあがって、夫婦の脇へどかっとあぐらをかいた。	あぐらをかいた	0.775	ja	False	増田|は|あがる|て|、|夫婦|の|脇|へ|どかっ|と|あぐら|を|かく|た|。	あぐら|を|かく|た
ja_58	japanese	⼤病院は救急や重い症状の患者さんの治療を担う役割を持っています。	救急	0.15	ja	False	⼤|病院|は|救急|や|重い|症状|の|患者|さん|の|治療|を|担う|役割|を|持つ|て|いる|ます|。	救急
ja_59	japanese	⼤病院は救急や重い症状の患者さんの治療を担う役割を持っています。	患者さん	0.1	ja	False	⼤|病院|は|救急|や|重い|症状|の|患者|さん|の|治療|を|担う|役割|を|持つ|て|いる|ます|。	患者|さん
ja_60	japanese	⼤病院は救急や重い症状の患者さんの治療を担う役割を持っています。	担う	0.25	ja	False	⼤|病院|は|救急|や|重い|症状|の|患者|さん|の|治療|を|担う|役割|を|持つ|て|いる|ます|。	担う
ja_61	japanese	暗闇で物が見えないという現実の危険・想像上の危険に対する恐怖から来ていると考えられる。	暗闇	0.25	ja	False	暗闇|で|物|が|見える|ない|と|いう|現実|の|危険|・|想像|上|の|危険|に|対する|恐怖|から|来る|て|いる|と|考える|られる|。	暗闇
ja_62	japanese	暗闇で物が見えないという現実の危険・想像上の危険に対する恐怖から来ていると考えられる。	想像上の	0.2	ja	False	暗闇|で|物|が|見える|ない|と|いう|現実|の|危険|・|想像|上|の|危険|に|対する|恐怖|から|来る|て|いる|と|考える|られる|。	想像|上|の
ja_63	japanese	暗闇で物が見えないという現実の危険・想像上の危険に対する恐怖から来ていると考えられる。	恐怖	0.2	ja	False	暗闇|で|物|が|見える|ない|と|いう|現実|の|危険|・|想像|上|の|危険|に|対する|恐怖|から|来る|て|いる|と|考える|られる|。	恐怖
ja_64	japanese	「自分たちが何か偉大で強力なものの一部であるという感覚」であると説明している。	偉大で	0.225	ja	False	「|自分|たち|が|何|か|偉大|だ|強力|だ|もの|の|一部|だ|ある|と|いう|感覚|」|だ|ある|と|説明|する|て|いる|。	偉大|だ
ja_65	japanese	「自分たちが何か偉大で強力なものの一部であるという感覚」であると説明している。	強力な	0.125	ja	False	「|自分|たち|が|何|か|偉大|だ|強力|だ|もの|の|一部|だ|ある|と|いう|感覚|」|だ|ある|と|説明|する|て|いる|。	強力|だ
ja_66	japanese	「自分たちが何か偉大で強力なものの一部であるという感覚」であると説明している。	感覚	0.125	ja	False	「|自分|たち|が|何|か|偉大|だ|強力|だ|もの|の|一部|だ|ある|と|いう|感覚|」|だ|ある|と|説明|する|て|いる|。	感覚
ja_67	japanese	まず、保証人である経営者が、ガイドラインに示す条件に即して次のような対応を行いました。	保証人	0.1	ja	False	まず|、|保証|人|だ|ある|経営|者|が|、|ガイドライン|に|示す|条件|に|即する|て|次|の|よう|だ|対応|を|行う|ます|た|。	保証|人
ja_68	japanese	まず、保証人である経営者が、ガイドラインに示す条件に即して次のような対応を行いました。	示す	0.1	ja	False	まず|、|保証|人|だ|ある|経営|者|が|、|ガイドライン|に|示す|条件|に|即する|て|次|の|よう|だ|対応|を|行う|ます|た|。	示す
ja_69	japanese	まず、保証人である経営者が、ガイドラインに示す条件に即して次のような対応を行いました。	に即して	0.575	ja	False	まず|、|保証|人|だ|ある|経営|者|が|、|ガイドライン|に|示す|条件|に|即する|て|次|の|よう|だ|対応|を|行う|ます|た|。	に|即する|て
ja_70	japanese	しかし、歩道は凹凸があって、混雑しており、二輪車の移動には適していません。	凹凸	0.225	ja	False	しかし|、|歩道|は|凹凸|が|ある|て|、|混雑|する|て|おる|、|二|輪|車|の|移動|に|は|適する|て|いる|ます|ぬ|。	凹凸
ja_71	japanese	しかし、歩道は凹凸があって、混雑しており、二輪車の移動には適していません。	二輪車	0.2	ja	False	しかし|、|歩道|は|凹凸|が|ある|て|、|混雑|する|て|おる|、|二|輪|車|の|移動|に|は|適する|て|いる|ます|ぬ|。	二|輪|車
ja_72	japanese	しかし、歩道は凹凸があって、混雑しており、二輪車の移動には適していません。	適していません	0.225	ja	False	しかし|、|歩道|は|凹凸|が|ある|て|、|混雑|する|て|おる|、|二|輪|車|の|移動|に|は|適する|て|いる|ます|ぬ|。	適する|て|いる|ます|ぬ
ja_73	japanese	ほかの様々な観察をいくつも行い、総合的に判断せざるを得ない。	観察	0.275	ja	False	ほか|の|様々|だ|観察|を|いく|つ|も|行う|、|総合|的|だ|判断|する|ぬ|を|得る|ない|。	観察
ja_74	japanese	ほかの様々な観察をいくつも行い、総合的に判断せざるを得ない。	総合的に	0.125	ja	False	ほか|の|様々|だ|観察|を|いく|つ|も|行う|、|総合|的|だ|判断|する|ぬ|を|得る|ない|。	総合|的|だ
ja_75	japanese	ほかの様々な観察をいくつも行い、総合的に判断せざるを得ない。	判断せざるを得ない	0.375	ja	False	ほか|の|様々|だ|観察|を|いく|つ|も|行う|、|総合|的|だ|判断|する|ぬ|を|得る|ない|。	判断|する|ぬ|を|得る|ない
ja_76	japanese	ビヤは反対者に対して強硬な姿勢をとると一部からは批判されており、またしばしば国民に対して超然としていると非難されている。	強硬な	0.525	ja	False	ビヤ|は|反対|者|に|対する|て|強硬|だ|姿勢|を|とる|と|一部|から|は|批判|する|れる|て|おる|、|また|しばしば|国民|に|対する|て|超然|と|する|て|いる|と|非難|する|れる|て|いる|。	強硬|だ
ja_77	japanese	ビヤは反対者に対して強硬な姿勢をとると一部からは批判されており、またしばしば国民に対して超然としていると非難されている。	しばしば	0.4	ja	False	ビヤ|は|反対|者|に|対する|て|強硬|だ|姿勢|を|とる|と|一部|から|は|批判|する|れる|て|おる|、|また|しばしば|国民|に|対する|て|超然|と|する|て|いる|と|非難|する|れる|て|いる|。	しばしば
ja_78	japanese	ビヤは反対者に対して強硬な姿勢をとると一部からは批判されており、またしばしば国民に対して超然としていると非難されている。	超然としている	0.75	ja	False	ビヤ|は|反対|者|に|対する|て|強硬|だ|姿勢|を|とる|と|一部|から|は|批判|する|れる|て|おる|、|また|しばしば|国民|に|対する|て|超然|と|する|て|いる|と|非難|する|れる|て|いる|。	超然|と|する|て|いる
ja_79	japanese	飼い主は命を預かるものとして、ペットがその命を終えるまで責任を持つ必要があります。	飼い主	0.025	ja	False	飼い主|は|命|を|預かる|もの|と|する|て|、|ペット|が|その|命|を|終える|まで|責任|を|持つ|必要|が|ある|ます|。	飼い主
ja_80	japanese	飼い主は命を預かるものとして、ペットがその命を終えるまで責任を持つ必要があります。	命を預かる	0.2	ja	False	飼い主|は|命|を|預かる|もの|と|する|て|、|ペット|が|その|命|を|終える|まで|責任|を|持つ|必要|が|ある|ます|。	命|を|預かる
ja_81	japanese	飼い主は命を預かるものとして、ペットがその命を終えるまで責任を持つ必要があります。	もの	0.075	ja	False	飼い主|は|命|を|預かる|もの|と|する|て|、|ペット|が|その|命|を|終える|まで|責任|を|持つ|必要|が|ある|ます|。	もの
ja_82	japanese	積極的に参加される方が多くて、不安の強い方にはスタッフが寄り添いながら場を共有している。	積極的に	0.05	ja	False	積極|的|だ|参加|する|れる|方|が|多い|て|、|不安|の|強い|方|に|は|スタッフ|が|寄り添う|ながら|場|を|共有|する|て|いる|。	積極|的|だ
ja_83	japanese	積極的に参加される方が多くて、不安の強い方にはスタッフが寄り添いながら場を共有している。	寄り添い	0.4	ja	False	積極|的|だ|参加|する|れる|方|が|多い|て|、|不安|の|強い|方|に|は|スタッフ|が|寄り添う|ながら|場|を|共有|する|て|いる|。	寄り添う
ja_84	japanese	積極的に参加される方が多くて、不安の強い方にはスタッフが寄り添いながら場を共有している。	場	0.125	ja	False	積極|的|だ|参加|する|れる|方|が|多い|て|、|不安|の|強い|方|に|は|スタッフ|が|寄り添う|ながら|場|を|共有|する|て|いる|。	場
ja_85	japanese	これ以降、芋づる式に窃盗団のメンバーが検挙されていった。	芋づる式に	0.825	ja	False	これ|以降|、|芋づる|式|に|窃盗|団|の|メンバー|が|検挙|する|れる|て|いく|た|。	芋づる|式|に
ja_86	japanese	これ以降、芋づる式に窃盗団のメンバーが検挙されていった。	窃盗団	0.575	ja	False	これ|以降|、|芋づる|式|に|窃盗|団|の|メンバー|が|検挙|する|れる|て|いく|た|。	窃盗|団
ja_87	japanese	これ以降、芋づる式に窃盗団のメンバーが検挙されていった。	検挙されて	0.65	ja	False	これ|以降|、|芋づる|式|に|窃盗|団|の|メンバー|が|検挙|する|れる|て|いく|た|。	検挙|する|れる|て
ja_88	japanese	「4億円を隠蔽するため、故意に虚偽記載したことは明白」とした。	隠蔽する	0.825	ja	False	「|4|億|円|を|隠蔽|する|ため|、|故意|に|虚偽|記載|する|た|こと|は|明白|」|と|する|た|。	隠蔽|する
ja_89	japanese	「4億円を隠蔽するため、故意に虚偽記載したことは明白」とした。	故意に	0.55	ja	False	「|4|億|円|を|隠蔽|する|ため|、|故意|に|虚偽|記載|する|た|こと|は|明白|」|と|する|た|。	故意|に
ja_90	japanese	「4億円を隠蔽するため、故意に虚偽記載したことは明白」とした。	虚偽	0.625	ja	False	「|4|億|円|を|隠蔽|する|ため|、|故意|に|虚偽|記載|する|た|こと|は|明白|」|と|する|た|。	虚偽
ja_91	japanese	かつての旅人たちは、旅の疲れを名物菓子で癒やしたことだろう。	かつての	0.25	ja	False	かつて|の|旅人|たち|は|、|旅|の|疲れ|を|名物|菓子|で|癒やす|た|こと|だ|。	かつて|の
ja_92	japanese	かつての旅人たちは、旅の疲れを名物菓子で癒やしたことだろう。	名物	0.05	ja	False	かつて|の|旅人|たち|は|、|旅|の|疲れ|を|名物|菓子|で|癒やす|た|こと|だ|。	名物
ja_93	japanese	かつての旅人たちは、旅の疲れを名物菓子で癒やしたことだろう。	癒やした	0.25	ja	False	かつて|の|旅人|たち|は|、|旅|の|疲れ|を|名物|菓子|で|癒やす|た|こと|だ|。	癒やす|た
ja_94	japanese	指圧師は二十前後の体格のいい女で、黒いスラックスと白い清潔なブラウスを着けていた。	体格のいい	0.25	ja	False	指圧|師|は|二十|前後|の|体格|の|いい|女|だ|、|黒い|スラックス|と|白い|清潔|だ|ブラウス|を|着ける|て|いる|た|。	体格|の|いい
ja_95	japanese	指圧師は二十前後の体格のいい女で、黒いスラックスと白い清潔なブラウスを着けていた。	スラックス	0.225	ja	False	指圧|師|は|二十|前後|の|体格|の|いい|女|だ|、|黒い|スラックス|と|白い|清潔|だ|ブラウス|を|着ける|て|いる|た|。	スラックス
ja_96	japanese	指圧師は二十前後の体格のいい女で、黒いスラックスと白い清潔なブラウスを着けていた。	清潔な	0.25	ja	False	指圧|師|は|二十|前後|の|体格|の|いい|女|だ|、|黒い|スラックス|と|白い|清潔|だ|ブラウス|を|着ける|て|いる|た|。	清潔|だ
ja_97	japanese	当初、「ちょっと男っぽ過ぎるかな」と思っていたが、監督から「いいね！」と言われたため、パンチの動きをガンガン入れたという。	当初	0.325	ja	False	当初|、|「|ちょっと|男|っぽい|過ぎる|か|な|」|と|思う|て|いる|た|が|、|監督|から|「|いい|ね|！|」|と|言う|れる|た|ため|、|パンチ|の|動き|を|ガンガン|入れる|た|と|いう|。	当初
ja_98	japanese	当初、「ちょっと男っぽ過ぎるかな」と思っていたが、監督から「いいね！」と言われたため、パンチの動きをガンガン入れたという。	男っぽ過ぎる	0.125	ja	False	当初|、|「|ちょっと|男|っぽい|過ぎる|か|な|」|と|思う|て|いる|た|が|、|監督|から|「|いい|ね|！|」|と|言う|れる|た|ため|、|パンチ|の|動き|を|ガンガン|入れる|た|と|いう|。	男|っぽい|過ぎる
ja_99	japanese	当初、「ちょっと男っぽ過ぎるかな」と思っていたが、監督から「いいね！」と言われたため、パンチの動きをガンガン入れたという。	ガンガン	0.275	ja	False	当初|、|「|ちょっと|男|っぽい|過ぎる|か|な|」|と|思う|て|いる|た|が|、|監督|から|「|いい|ね|！|」|と|言う|れる|た|ため|、|パンチ|の|動き|を|ガンガン|入れる|た|と|いう|。	ガンガン
ja_100	japanese	国内用には開催国チームをフィーチャーした映像制作が積極的に行われるが、国際映像制作では中立性が重視される。	開催国	0.4	ja	False	国内|用|に|は|開催|国|チーム|を|フィーチャー|する|た|映像|制作|が|積極|的|だ|行う|れる|が|、|国際|映像|制作|で|は|中立|性|が|重視|する|れる|。	開催|国
ja_101	japanese	国内用には開催国チームをフィーチャーした映像制作が積極的に行われるが、国際映像制作では中立性が重視される。	フィーチャーした	0.3	ja	False	国内|用|に|は|開催|国|チーム|を|フィーチャー|する|た|映像|制作|が|積極|的|だ|行う|れる|が|、|国際|映像|制作|で|は|中立|性|が|重視|する|れる|。	フィーチャー|する|た
